RecordID,Timestamp,RequestsIn Last Minute,ActiveVMs,AvgCPU%,AvgQueueLength,VMProvisioningDelay (s),Notes
829,20/10/2025 13:48,1137,10,45.5,1.9,60,Provisioning new VM
830,20/10/2025 13:49,1158,11,46.3,2,0,New VM active
831,20/10/2025 13:50,998,10,36.3,1,0,Scale-in
832,20/10/2025 13:51,1062,10,42.5,1.6,0,Normal load
833,20/10/2025 13:52,2623,10,100,50,60,Scale-out triggered
834,20/10/2025 13:53,1085,10,43.4,1.7,60,Provisioning new VM
835,20/10/2025 13:54,2987,10,100,50,60,Provisioning new VM
836,20/10/2025 13:55,1235,10,49.4,2.4,60,Provisioning new VM
837,20/10/2025 13:56,1433,11,57.3,3.8,0,New VM active
838,20/10/2025 13:57,1050,10,38.2,1.2,0,Scale-in
839,20/10/2025 13:58,1348,10,53.9,3.2,0,Normal load
840,20/10/2025 13:59,1168,10,46.7,2,0,Normal load
841,20/10/2025 14:00,2981,10,100,50,60,Scale-out triggered
842,20/10/2025 14:01,1301,10,52,2.8,60,Provisioning new VM
843,20/10/2025 14:02,1032,10,41.3,1.5,60,Provisioning new VM
844,20/10/2025 14:03,1257,10,50.3,2.5,60,Provisioning new VM
845,20/10/2025 14:04,1225,11,49,2.4,0,New VM active
846,20/10/2025 14:05,1274,11,46.3,2,0,Normal load
847,20/10/2025 14:06,1243,11,45.2,1.9,0,Normal load
848,20/10/2025 14:07,1568,11,57,3.8,0,Normal load
849,20/10/2025 14:08,1104,11,40.1,1.3,0,Normal load
850,20/10/2025 14:09,1120,11,40.7,1.4,0,Normal load
851,20/10/2025 14:10,1107,11,40.3,1.4,0,Normal load
852,20/10/2025 14:11,1117,11,40.6,1.4,0,Normal load
853,20/10/2025 14:12,1104,11,40.1,1.3,0,Normal load
854,20/10/2025 14:13,1378,11,50.1,2.5,0,Normal load
855,20/10/2025 14:14,1413,11,51.4,2.7,0,Normal load
856,20/10/2025 14:15,1114,11,40.5,1.4,0,Normal load
857,20/10/2025 14:16,1075,10,39.1,1.3,0,Scale-in
858,20/10/2025 14:17,1271,10,50.8,2.6,0,Normal load
859,20/10/2025 14:18,1117,10,44.7,1.8,0,Normal load
860,20/10/2025 14:19,1295,10,51.8,2.8,0,Normal load
861,20/10/2025 14:20,1230,10,49.2,2.4,0,Normal load
862,20/10/2025 14:21,973,9,38.9,1.2,0,Scale-in
863,20/10/2025 14:22,1432,9,63.6,5.6,0,Normal load
864,20/10/2025 14:23,3673,9,100,50,60,Scale-out triggered
865,20/10/2025 14:24,1108,9,49.2,2.4,60,Provisioning new VM
866,20/10/2025 14:25,1142,9,50.8,2.6,60,Provisioning new VM
867,20/10/2025 14:26,1243,9,55.2,3.4,60,Provisioning new VM
868,20/10/2025 14:27,3125,10,100,50,0,New VM active
869,20/10/2025 14:28,1299,10,52,2.8,0,Normal load
870,20/10/2025 14:29,751,9,30,0.6,0,Scale-in
871,20/10/2025 14:30,1173,9,52.1,2.8,0,Normal load
872,20/10/2025 14:31,1080,9,48,2.2,0,Normal load
873,20/10/2025 14:32,993,9,44.1,1.7,0,Normal load
874,20/10/2025 14:33,1090,9,48.4,2.3,0,Normal load
875,20/10/2025 14:34,2988,9,100,50,60,Scale-out triggered
876,20/10/2025 14:35,1469,9,65.3,6.1,60,Provisioning new VM
877,20/10/2025 14:36,1122,9,49.9,2.5,60,Provisioning new VM
878,20/10/2025 14:37,1234,9,54.8,3.3,60,Provisioning new VM
879,20/10/2025 14:38,1198,10,53.2,3,0,New VM active
880,20/10/2025 14:39,1378,10,55.1,3.4,0,Normal load
881,20/10/2025 14:40,1579,10,63.2,5.4,0,Normal load
882,20/10/2025 14:41,560,9,22.4,0.3,0,Scale-in
883,20/10/2025 14:42,1127,9,50.1,2.5,0,Normal load
884,20/10/2025 14:43,1357,9,60.3,4.6,0,Normal load
885,20/10/2025 14:44,1302,9,57.9,4,0,Normal load
886,20/10/2025 14:45,1477,9,65.6,6.3,0,Normal load
887,20/10/2025 14:46,1288,9,57.2,3.8,0,Normal load
888,20/10/2025 14:47,2865,9,100,50,60,Scale-out triggered
889,20/10/2025 14:48,1289,9,57.3,3.8,60,Provisioning new VM
890,20/10/2025 14:49,1366,9,60.7,4.7,60,Provisioning new VM
891,20/10/2025 14:50,1323,9,58.8,4.2,60,Provisioning new VM
892,20/10/2025 14:51,638,9,28.4,0.6,0,Scale-in
893,20/10/2025 14:52,1360,9,60.4,4.6,0,Normal load
894,20/10/2025 14:53,1375,9,61.1,4.8,0,Normal load
895,20/10/2025 14:54,1407,9,62.5,5.2,0,Normal load
896,20/10/2025 14:55,1297,9,57.6,3.9,0,Normal load
897,20/10/2025 14:56,1175,9,52.2,2.9,0,Normal load
898,20/10/2025 14:57,1222,9,54.3,3.2,0,Normal load
899,20/10/2025 14:58,1381,9,61.4,4.9,0,Normal load
900,20/10/2025 14:59,1077,9,47.9,2.2,0,Normal load
901,20/10/2025 15:00,1255,9,55.8,3.5,0,Normal load
902,20/10/2025 15:01,1141,9,50.7,2.6,0,Normal load
903,20/10/2025 15:02,1204,9,53.5,3.1,0,Normal load
904,20/10/2025 15:03,1392,9,61.9,5,0,Normal load
905,20/10/2025 15:04,1229,9,54.6,3.3,0,Normal load
906,20/10/2025 15:05,1207,9,53.6,3.1,0,Normal load
907,20/10/2025 15:06,996,9,44.3,1.8,0,Normal load
908,20/10/2025 15:07,1312,9,58.3,4.1,0,Normal load
909,20/10/2025 15:08,1297,9,57.6,3.9,0,Normal load
910,20/10/2025 15:09,762,8,33.9,0.9,0,Scale-in
911,20/10/2025 15:10,1154,8,57.7,3.9,0,Normal load
912,20/10/2025 15:11,3082,8,100,50,60,Scale-out triggered
913,20/10/2025 15:12,1237,8,61.9,5,60,Provisioning new VM
914,20/10/2025 15:13,1437,8,71.9,9.2,60,Provisioning new VM
915,20/10/2025 15:14,1186,8,59.3,4.3,60,Provisioning new VM
916,20/10/2025 15:15,1242,9,62.1,5.1,0,New VM active
917,20/10/2025 15:16,1291,9,57.4,3.9,0,Normal load
918,20/10/2025 15:17,1228,9,54.6,3.3,0,Normal load
919,20/10/2025 15:18,2833,9,100,50,60,Scale-out triggered
920,20/10/2025 15:19,1229,9,54.6,3.3,60,Provisioning new VM
921,20/10/2025 15:20,1361,9,60.5,4.6,60,Provisioning new VM
922,20/10/2025 15:21,1046,9,46.5,2,60,Provisioning new VM
923,20/10/2025 15:22,1220,10,54.2,3.2,0,New VM active
924,20/10/2025 15:23,1095,10,43.8,1.7,0,; Network event
925,20/10/2025 15:24,1379,10,55.2,3.4,0,Normal load
926,20/10/2025 15:25,2429,10,97.2,166.2,60,Scale-out triggered
927,20/10/2025 15:26,1116,10,44.6,1.8,60,Provisioning new VM
928,20/10/2025 15:27,1257,10,50.3,2.5,60,Provisioning new VM
929,20/10/2025 15:28,1435,10,57.4,3.9,60,Provisioning new VM
930,20/10/2025 15:29,1190,11,47.6,2.2,0,New VM active
931,20/10/2025 15:30,1117,11,40.6,1.4,0,Normal load
932,20/10/2025 15:31,1482,11,53.9,3.1,0,Normal load
933,20/10/2025 15:32,983,10,35.7,1,0,Scale-in
934,20/10/2025 15:33,870,9,34.8,0.9,0,Scale-in
935,20/10/2025 15:34,1266,9,56.3,3.6,0,Normal load
936,20/10/2025 15:35,562,8,25,0.4,0,Scale-in
937,20/10/2025 15:36,1047,8,52.4,2.9,0,Normal load
938,20/10/2025 15:37,1306,8,65.3,6.1,0,Normal load
939,20/10/2025 15:38,1237,8,61.9,5,0,Normal load
940,20/10/2025 15:39,1115,8,55.8,3.5,0,Normal load
941,20/10/2025 15:40,1008,8,50.4,2.6,0,Normal load
942,20/10/2025 15:41,1331,8,66.6,6.6,0,Normal load
943,20/10/2025 15:42,1298,8,64.9,6,0,Normal load
944,20/10/2025 15:43,1185,8,59.2,4.3,0,Normal load
945,20/10/2025 15:44,1477,8,73.9,10.4,60,Scale-out triggered
946,20/10/2025 15:45,1039,8,52,2.8,60,Provisioning new VM
947,20/10/2025 15:46,2428,8,100,50,60,Provisioning new VM
948,20/10/2025 15:47,2741,8,100,50,60,Provisioning new VM
949,20/10/2025 15:48,1193,9,59.6,4.4,0,New VM active
950,20/10/2025 15:49,1237,9,55,3.4,0,Normal load
951,20/10/2025 15:50,1164,9,51.7,2.8,0,Normal load
952,20/10/2025 15:51,626,8,27.8,0.5,0,Scale-in
953,20/10/2025 15:52,1012,8,50.6,2.6,0,Normal load
954,20/10/2025 15:53,708,7,35.4,1,0,Scale-in
955,20/10/2025 15:54,1188,7,67.9,7.2,0,Normal load
956,20/10/2025 15:55,1368,7,78.2,14,60,Scale-out triggered
957,20/10/2025 15:56,1251,7,71.5,9,60,Provisioning new VM
958,20/10/2025 15:57,634,7,36.2,1,60,Provisioning new VM
959,20/10/2025 15:58,3214,7,100,50,60,Provisioning new VM
960,20/10/2025 15:59,1267,8,72.4,9.5,0,New VM active
961,20/10/2025 16:00,1296,8,64.8,6,0,Normal load
962,20/10/2025 16:01,1399,8,70,8.1,0,Normal load
963,20/10/2025 16:02,1229,8,61.4,4.9,0,Normal load
964,20/10/2025 16:03,1306,8,65.3,6.1,0,Normal load
965,20/10/2025 16:04,1187,8,59.4,4.3,0,Normal load
966,20/10/2025 16:05,1416,8,70.8,8.6,60,Scale-out triggered
967,20/10/2025 16:06,1099,8,55,3.4,60,Provisioning new VM
968,20/10/2025 16:07,1470,8,73.5,10.2,60,Provisioning new VM
969,20/10/2025 16:08,1194,8,59.7,4.4,60,Provisioning new VM
970,20/10/2025 16:09,985,9,49.2,2.4,0,New VM active
971,20/10/2025 16:10,1219,9,54.2,3.2,0,Normal load
972,20/10/2025 16:11,1098,9,48.8,2.3,0,Normal load
973,20/10/2025 16:12,1326,9,58.9,4.2,0,Normal load
974,20/10/2025 16:13,1102,9,49,2.4,0,Normal load
975,20/10/2025 16:14,1133,9,50.4,2.6,0,Normal load
976,20/10/2025 16:15,917,9,40.8,1.4,0,Normal load
977,20/10/2025 16:16,1132,9,50.3,2.5,0,Normal load
978,20/10/2025 16:17,836,8,37.2,1.1,0,Scale-in
979,20/10/2025 16:18,2406,8,100,50,60,Scale-out triggered
980,20/10/2025 16:19,3285,8,100,50,60,Provisioning new VM
981,20/10/2025 16:20,1318,8,65.9,6.4,60,Provisioning new VM
982,20/10/2025 16:21,1264,8,63.2,5.4,60,Provisioning new VM
983,20/10/2025 16:22,1055,9,52.8,2.9,0,New VM active
984,20/10/2025 16:23,596,8,26.5,0.5,0,Scale-in
985,20/10/2025 16:24,1199,8,60,4.5,0,Normal load
986,20/10/2025 16:25,1026,8,51.3,2.7,0,Normal load
987,20/10/2025 16:26,1426,8,71.3,8.9,60,Scale-out triggered; Network event
988,20/10/2025 16:27,1332,8,66.6,6.6,60,Provisioning new VM
989,20/10/2025 16:28,1167,8,58.4,4.1,60,Provisioning new VM
990,20/10/2025 16:29,1204,8,60.2,4.6,60,Provisioning new VM
991,20/10/2025 16:30,1231,9,61.6,4.9,0,New VM active
992,20/10/2025 16:31,894,8,39.7,1.3,0,Scale-in
993,20/10/2025 16:32,1163,8,58.2,4,0,Normal load
994,20/10/2025 16:33,1098,8,54.9,3.3,0,Normal load
995,20/10/2025 16:34,2624,8,100,50,60,Scale-out triggered
996,20/10/2025 16:35,1158,8,57.9,4,60,Provisioning new VM
997,20/10/2025 16:36,1470,8,73.5,10.2,60,Provisioning new VM
998,20/10/2025 16:37,1296,8,64.8,6,60,Provisioning new VM
999,20/10/2025 16:38,1114,9,55.7,3.5,0,New VM active
1000,20/10/2025 16:39,643,8,28.6,0.6,0,Scale-in
1001,20/10/2025 16:40,1410,8,70.5,8.4,60,Scale-out triggered
1002,20/10/2025 16:41,3347,8,100,50,60,Provisioning new VM
1003,20/10/2025 16:42,1209,8,60.4,4.6,60,Provisioning new VM
1004,20/10/2025 16:43,2757,8,100,50,60,Provisioning new VM
1005,20/10/2025 16:44,1305,9,65.2,6.1,0,New VM active
1006,20/10/2025 16:45,1259,9,56,3.6,0,Normal load
1007,20/10/2025 16:46,1334,9,59.3,4.3,0,Normal load
1008,20/10/2025 16:47,3238,9,100,50,60,Scale-out triggered
1009,20/10/2025 16:48,3394,9,100,50,60,Provisioning new VM
1010,20/10/2025 16:49,1120,9,49.8,2.5,60,Provisioning new VM
1011,20/10/2025 16:50,3494,9,100,50,60,Provisioning new VM
1012,20/10/2025 16:51,1230,10,54.7,3.3,0,New VM active
1013,20/10/2025 16:52,1511,10,60.4,4.6,0,Normal load
1014,20/10/2025 16:53,1097,10,43.9,1.7,0,Normal load
1015,20/10/2025 16:54,1460,10,58.4,4.1,0,Normal load
1016,20/10/2025 16:55,1230,10,49.2,2.4,0,Normal load
1017,20/10/2025 16:56,1102,10,44.1,1.7,0,Normal load
1018,20/10/2025 16:57,1127,10,45.1,1.9,0,Normal load
1019,20/10/2025 16:58,1152,10,46.1,2,0,Normal load
1020,20/10/2025 16:59,1264,10,50.6,2.6,0,Normal load
1021,20/10/2025 17:00,1278,10,51.1,2.7,0,Normal load
1022,20/10/2025 17:01,1114,10,44.6,1.8,0,Normal load
1023,20/10/2025 17:02,1196,10,47.8,2.2,0,Normal load
1024,20/10/2025 17:03,1521,10,60.8,4.7,0,Normal load
1025,20/10/2025 17:04,1459,10,58.4,4.1,0,Normal load
1026,20/10/2025 17:05,1265,10,50.6,2.6,0,Normal load
1027,20/10/2025 17:06,1206,10,48.2,2.2,0,Normal load
1028,20/10/2025 17:07,1218,10,48.7,2.3,0,Normal load
1029,20/10/2025 17:08,1292,10,51.7,2.8,0,Normal load
1030,20/10/2025 17:09,1047,10,41.9,1.5,0,Normal load
1031,20/10/2025 17:10,1161,10,46.4,2,0,Normal load
1032,20/10/2025 17:11,950,9,38,1.2,0,Scale-in
1033,20/10/2025 17:12,630,8,28,0.5,0,Scale-in
1034,20/10/2025 17:13,649,7,32.4,0.8,0,Scale-in
1035,20/10/2025 17:14,1128,7,64.5,5.8,0,Normal load
1036,20/10/2025 17:15,1436,7,82.1,18.8,60,Scale-out triggered
1037,20/10/2025 17:16,1016,7,58.1,4,60,Provisioning new VM
1038,20/10/2025 17:17,980,7,56,3.6,60,Provisioning new VM
1039,20/10/2025 17:18,3084,7,100,50,60,Provisioning new VM
1040,20/10/2025 17:19,1357,8,77.5,13.4,0,New VM active
1041,20/10/2025 17:20,1453,8,72.6,9.6,60,Scale-out triggered
1042,20/10/2025 17:21,1131,8,56.6,3.7,60,Provisioning new VM
1043,20/10/2025 17:22,681,8,34.1,0.9,60,Provisioning new VM
1044,20/10/2025 17:23,1194,8,59.7,4.4,60,Provisioning new VM
1045,20/10/2025 17:24,1174,9,58.7,4.2,0,New VM active
1046,20/10/2025 17:25,1333,9,59.2,4.3,0,Normal load
1047,20/10/2025 17:26,1298,9,57.7,3.9,0,Normal load
1048,20/10/2025 17:27,964,9,42.8,1.6,0,Normal load
1049,20/10/2025 17:28,1421,9,63.2,5.4,0,Normal load
1050,20/10/2025 17:29,3518,9,100,50,60,Scale-out triggered
1051,20/10/2025 17:30,2765,9,100,50,60,Provisioning new VM
1052,20/10/2025 17:31,3148,9,100,50,60,Provisioning new VM
1053,20/10/2025 17:32,1274,9,56.6,3.7,60,Provisioning new VM
1054,20/10/2025 17:33,1239,10,55.1,3.4,0,New VM active
1055,20/10/2025 17:34,1117,10,44.7,1.8,0,Normal load
1056,20/10/2025 17:35,1099,10,44,1.7,0,Normal load
1057,20/10/2025 17:36,1196,10,47.8,2.2,0,Normal load
1058,20/10/2025 17:37,1376,10,55,3.4,0,Normal load
1059,20/10/2025 17:38,1282,10,51.3,2.7,0,Normal load
1060,20/10/2025 17:39,1144,10,45.8,1.9,0,Normal load
1061,20/10/2025 17:40,1316,10,52.6,2.9,0,Normal load
1062,20/10/2025 17:41,800,9,32,0.8,0,Scale-in
1063,20/10/2025 17:42,1372,9,61,4.8,0,Normal load
1064,20/10/2025 17:43,939,9,41.7,1.5,0,Normal load
1065,20/10/2025 17:44,1146,9,50.9,2.6,0,Normal load
1066,20/10/2025 17:45,1032,9,45.9,1.9,0,Normal load
1067,20/10/2025 17:46,1006,9,44.7,1.8,0,Normal load
1068,20/10/2025 17:47,1374,9,61.1,4.8,0,Normal load
1069,20/10/2025 17:48,1130,9,50.2,2.5,0,Normal load
1070,20/10/2025 17:49,1252,9,55.6,3.5,0,Normal load
1071,20/10/2025 17:50,1193,9,53,3,0,Normal load
1072,20/10/2025 17:51,1272,9,56.5,3.7,0,Normal load
1073,20/10/2025 17:52,1212,9,53.9,3.1,0,Normal load
1074,20/10/2025 17:53,1008,9,44.8,1.8,0,Normal load
1075,20/10/2025 17:54,1349,9,60,4.5,0,Normal load
1076,20/10/2025 17:55,1126,9,50,2.5,0,Normal load
1077,20/10/2025 17:56,967,9,43,1.6,0,Normal load
1078,20/10/2025 17:57,2839,9,100,50,60,Scale-out triggered
1079,20/10/2025 17:58,1425,9,63.3,5.5,60,Provisioning new VM
1080,20/10/2025 17:59,1328,9,59,4.3,60,Provisioning new VM
1081,20/10/2025 18:00,1836,9,81.6,18.1,60,Provisioning new VM
1082,20/10/2025 18:01,1836,10,81.6,18.1,0,New VM active
1083,20/10/2025 18:02,1843,10,73.7,10.3,60,Scale-out triggered
1084,20/10/2025 18:03,2418,10,96.7,142.6,60,Provisioning new VM
1085,20/10/2025 18:04,2012,10,80.5,16.6,60,Provisioning new VM
1086,20/10/2025 18:05,2023,10,80.9,17.2,60,Provisioning new VM
1087,20/10/2025 18:06,2167,11,86.7,28.2,0,New VM active
1088,20/10/2025 18:07,1977,11,71.9,9.2,60,Scale-out triggered
1089,20/10/2025 18:08,1858,11,67.6,7,60,Provisioning new VM
1090,20/10/2025 18:09,1873,11,68.1,7.3,60,Provisioning new VM
1091,20/10/2025 18:10,1903,11,69.2,7.8,60,Provisioning new VM
1092,20/10/2025 18:11,4778,12,100,50,0,New VM active
1093,20/10/2025 18:12,2095,12,69.8,8.1,0,Normal load
1094,20/10/2025 18:13,1932,12,64.4,5.8,0,Normal load
1095,20/10/2025 18:14,2096,12,69.9,8.1,0,Normal load
1096,20/10/2025 18:15,1901,12,63.4,5.5,0,Normal load
1097,20/10/2025 18:16,4847,12,100,50,60,Scale-out triggered
1098,20/10/2025 18:17,1440,12,48,2.2,60,Provisioning new VM
1099,20/10/2025 18:18,1070,12,35.7,1,60,Provisioning new VM
1100,20/10/2025 18:19,2003,12,66.8,6.7,60,Provisioning new VM
1101,20/10/2025 18:20,2160,13,72,9.3,0,New VM active
1102,20/10/2025 18:21,1280,12,39.4,1.3,0,Scale-in
1103,20/10/2025 18:22,6053,12,100,50,60,Scale-out triggered
1104,20/10/2025 18:23,1886,12,62.9,5.3,60,Provisioning new VM
1105,20/10/2025 18:24,2186,12,72.9,9.8,60,Provisioning new VM
1106,20/10/2025 18:25,1670,12,55.7,3.5,60,Provisioning new VM; Network event
1107,20/10/2025 18:26,2067,13,68.9,7.6,0,New VM active
1108,20/10/2025 18:27,4168,13,100,50,60,Scale-out triggered
1109,20/10/2025 18:28,1770,13,54.5,3.3,60,Provisioning new VM
1110,20/10/2025 18:29,2379,13,73.2,10,60,Provisioning new VM
1111,20/10/2025 18:30,1874,13,57.7,3.9,60,Provisioning new VM
1112,20/10/2025 18:31,1972,14,60.7,4.7,0,New VM active
1113,20/10/2025 18:32,1064,13,30.4,0.7,0,Scale-in
1114,20/10/2025 18:33,2039,13,62.7,5.3,0,Normal load
1115,20/10/2025 18:34,1956,13,60.2,4.5,0,Normal load
1116,20/10/2025 18:35,5019,13,100,50,60,Scale-out triggered
1117,20/10/2025 18:36,2497,13,76.8,12.7,60,Provisioning new VM
1118,20/10/2025 18:37,1906,13,58.6,4.2,60,Provisioning new VM
1119,20/10/2025 18:38,1968,13,60.6,4.6,60,Provisioning new VM
1120,20/10/2025 18:39,2172,14,66.8,6.7,0,New VM active
1121,20/10/2025 18:40,2185,14,62.4,5.2,0,Normal load
1122,20/10/2025 18:41,5512,14,100,50,60,Scale-out triggered
1123,20/10/2025 18:42,2073,14,59.2,4.3,60,Provisioning new VM
1124,20/10/2025 18:43,1646,14,47,2.1,60,Provisioning new VM
1125,20/10/2025 18:44,1156,14,33,0.8,60,Provisioning new VM
1126,20/10/2025 18:45,1645,15,47,2.1,0,New VM active
1127,20/10/2025 18:46,1993,15,53.1,3,0,Normal load
1128,20/10/2025 18:47,1739,15,46.4,2,0,Normal load
1129,20/10/2025 18:48,4762,15,100,50,60,Scale-out triggered
1130,20/10/2025 18:49,1999,15,53.3,3,60,Provisioning new VM
1131,20/10/2025 18:50,1997,15,53.3,3,60,Provisioning new VM
1132,20/10/2025 18:51,2021,15,53.9,3.1,60,Provisioning new VM
1133,20/10/2025 18:52,2307,16,61.5,4.9,0,New VM active
1134,20/10/2025 18:53,2029,16,50.7,2.6,0,Normal load
1135,20/10/2025 18:54,1861,16,46.5,2,0,Normal load
1136,20/10/2025 18:55,2151,16,53.8,3.1,0,Normal load
1137,20/10/2025 18:56,2205,16,55.1,3.4,0,Normal load
1138,20/10/2025 18:57,4063,16,100,50,60,Scale-out triggered
1139,20/10/2025 18:58,2063,16,51.6,2.7,60,Provisioning new VM
1140,20/10/2025 18:59,2088,16,52.2,2.9,60,Provisioning new VM
1141,20/10/2025 19:00,1849,16,46.2,2,60,Provisioning new VM
1142,20/10/2025 19:01,2250,17,56.2,3.6,0,New VM active
1143,20/10/2025 19:02,1884,17,44.3,1.8,0,Normal load
1144,20/10/2025 19:03,1950,17,45.9,1.9,0,Normal load
1145,20/10/2025 19:04,1878,17,44.2,1.7,0,Normal load
1146,20/10/2025 19:05,1924,17,45.3,1.9,0,Normal load
1147,20/10/2025 19:06,1657,16,39,1.2,0,Scale-in
1148,20/10/2025 19:07,1574,15,39.4,1.3,0,Scale-in
1149,20/10/2025 19:08,2303,15,61.4,4.9,0,Normal load
1150,20/10/2025 19:09,1717,15,45.8,1.9,0,Normal load
1151,20/10/2025 19:10,1682,15,44.9,1.8,0,Normal load
1152,20/10/2025 19:11,1403,14,37.4,1.1,0,Scale-in
1153,20/10/2025 19:12,1767,14,50.5,2.6,0,Normal load
1154,20/10/2025 19:13,1602,14,45.8,1.9,0,Normal load
1155,20/10/2025 19:14,2314,14,66.1,6.4,0,Normal load
1156,20/10/2025 19:15,2162,14,61.8,5,0,Normal load
1157,20/10/2025 19:16,1755,14,50.1,2.5,0,Normal load
1158,20/10/2025 19:17,2461,14,70.3,8.3,60,Scale-out triggered
1159,20/10/2025 19:18,1078,14,30.8,0.7,60,Provisioning new VM
1160,20/10/2025 19:19,1842,14,52.6,2.9,60,Provisioning new VM
1161,20/10/2025 19:20,660,14,18.9,0.2,60,Provisioning new VM
1162,20/10/2025 19:21,2470,15,70.6,8.5,0,New VM active
1163,20/10/2025 19:22,1587,15,42.3,1.6,0,Normal load
1164,20/10/2025 19:23,3813,15,100,50,60,Scale-out triggered
1165,20/10/2025 19:24,2165,15,57.7,3.9,60,Provisioning new VM
1166,20/10/2025 19:25,2506,15,66.8,6.7,60,Provisioning new VM
1167,20/10/2025 19:26,2252,15,60.1,4.5,60,Provisioning new VM
1168,20/10/2025 19:27,2055,16,54.8,3.3,0,New VM active
1169,20/10/2025 19:28,2063,16,51.6,2.7,0,Normal load
1170,20/10/2025 19:29,2125,16,53.1,3,0,Normal load
1171,20/10/2025 19:30,2102,16,52.6,2.9,0,Normal load
1172,20/10/2025 19:31,1987,16,49.7,2.5,0,Normal load
1173,20/10/2025 19:32,973,15,24.3,0.4,0,Scale-in
1174,20/10/2025 19:33,1905,15,50.8,2.6,0,Normal load
1175,20/10/2025 19:34,1739,15,46.4,2,0,Normal load
1176,20/10/2025 19:35,1853,15,49.4,2.4,0,Normal load
1177,20/10/2025 19:36,1514,15,40.4,1.4,0,Normal load
1178,20/10/2025 19:37,1896,15,50.6,2.6,0,Normal load
1179,20/10/2025 19:38,1683,15,44.9,1.8,0,Normal load
1180,20/10/2025 19:39,1655,15,44.1,1.7,0,Normal load
1181,20/10/2025 19:40,1963,15,52.3,2.9,0,Normal load
1182,20/10/2025 19:41,2254,15,60.1,4.5,0,Normal load
1183,20/10/2025 19:42,1070,14,28.5,0.6,0,Scale-in
1184,20/10/2025 19:43,1543,14,44.1,1.7,0,Normal load
1185,20/10/2025 19:44,1682,14,48.1,2.2,0,Normal load
1186,20/10/2025 19:45,2146,14,61.3,4.9,0,Normal load
1187,20/10/2025 19:46,1684,14,48.1,2.2,0,Normal load
1188,20/10/2025 19:47,4665,14,100,50,60,Scale-out triggered
1189,20/10/2025 19:48,2052,14,58.6,4.2,60,Provisioning new VM
1190,20/10/2025 19:49,1688,14,48.2,2.2,60,Provisioning new VM
1191,20/10/2025 19:50,1945,14,55.6,3.5,60,Provisioning new VM
1192,20/10/2025 19:51,1600,15,45.7,1.9,0,New VM active
1193,20/10/2025 19:52,1776,15,47.4,2.1,0,Normal load
1194,20/10/2025 19:53,1997,15,53.3,3,0,Normal load
1195,20/10/2025 19:54,3844,15,100,50,60,Scale-out triggered
1196,20/10/2025 19:55,2026,15,54,3.2,60,Provisioning new VM
1197,20/10/2025 19:56,4788,15,100,50,60,Provisioning new VM
1198,20/10/2025 19:57,2053,15,54.7,3.3,60,Provisioning new VM
1199,20/10/2025 19:58,1974,16,52.6,2.9,0,New VM active
1200,20/10/2025 19:59,2247,16,56.2,3.6,0,Normal load
1201,20/10/2025 20:00,1950,16,48.8,2.3,0,Normal load
1202,20/10/2025 20:01,1817,16,45.4,1.9,0,Normal load
1203,20/10/2025 20:02,1949,16,48.7,2.3,0,Normal load
1204,20/10/2025 20:03,2050,16,51.2,2.7,0,Normal load
1205,20/10/2025 20:04,1932,16,48.3,2.3,0,Normal load
1206,20/10/2025 20:05,1930,16,48.2,2.2,0,Normal load
1207,20/10/2025 20:06,1752,16,43.8,1.7,0,Normal load
1208,20/10/2025 20:07,1761,16,44,1.7,0,Normal load
1209,20/10/2025 20:08,1583,15,39.6,1.3,0,Scale-in
1210,20/10/2025 20:09,2340,15,62.4,5.2,0,Normal load
1211,20/10/2025 20:10,1621,15,43.2,1.6,0,Normal load
1212,20/10/2025 20:11,4384,15,100,50,60,Scale-out triggered
1213,20/10/2025 20:12,1748,15,46.6,2,60,Provisioning new VM
1214,20/10/2025 20:13,2135,15,56.9,3.8,60,Provisioning new VM
1215,20/10/2025 20:14,925,15,24.7,0.4,60,Provisioning new VM
1216,20/10/2025 20:15,2219,16,59.2,4.3,0,New VM active
1217,20/10/2025 20:16,4396,16,100,50,60,Scale-out triggered
1218,20/10/2025 20:17,1987,16,49.7,2.5,60,Provisioning new VM
1219,20/10/2025 20:18,1720,16,43,1.6,60,Provisioning new VM
1220,20/10/2025 20:19,2435,16,60.9,4.7,60,Provisioning new VM
1221,20/10/2025 20:20,1635,17,40.9,1.4,0,New VM active
1222,20/10/2025 20:21,1994,17,46.9,2.1,0,Normal load
1223,20/10/2025 20:22,2072,17,48.8,2.3,0,Normal load
1224,20/10/2025 20:23,2019,17,47.5,2.1,0,Normal load
1225,20/10/2025 20:24,1876,17,44.1,1.7,0,Normal load
1226,20/10/2025 20:25,1889,17,44.4,1.8,0,Normal load
1227,20/10/2025 20:26,1931,17,45.4,1.9,0,Normal load
1228,20/10/2025 20:27,1885,17,44.4,1.8,0,Normal load
1229,20/10/2025 20:28,2151,17,50.6,2.6,0,Normal load
1230,20/10/2025 20:29,1225,16,28.8,0.6,0,Scale-in
1231,20/10/2025 20:30,1786,16,44.6,1.8,0,Normal load
1232,20/10/2025 20:31,3978,16,99.4,899.1,60,Scale-out triggered
1233,20/10/2025 20:32,1899,16,47.5,2.1,60,Provisioning new VM
1234,20/10/2025 20:33,2539,16,63.5,5.5,60,Provisioning new VM
